question,actual_response,predicted_response,actual_answer,predicted_answer,is_correct
"In 3 years, Jayden will be half of Ernesto's age. If Ernesto is 11 years old, how many years old is Jayden now?","Ernesto = 11 + 3 = <<11+3=14>>14
Jayden = 14/2 = <<14/2=7>>7 in 3 years
Now = 7 - 3 = <<7-3=4>>4
Jayden is 4 years old.
#### 4","Here's how to solve this problem:

* **Ernesto's age in 3 years:** Ernesto is 11 years old now, so in 3 years he will be 11 + 3 = 14 years old.
* **Jayden's age in 3 years:** In 3 years, Jayden will be half Ernesto's age, meaning he will be 14 / 2 = 7 years old.
* **Jayden's current age:**  Since Jayden will be 7 in 3 years, he is currently 7 - 3 = 4 years old. 


**Answer:** Jayden is 4 years old now. 
",4,4.0,True
"Blake gave some of his money to his friend, Connie.  Connie used all the money she had been given to buy some land.  In one year, the land tripled in value.  So, she sold the land and gave half of all the money she got from the sale of the land to Blake.  If Connie gave Blake $30,000, how much money, in dollars, did Blake initially give to Connie?","If half the value of what Connie sold the land for was $30,000, then the full value was $30,000*2 = $<<30000*2=60000>>60,000.
If $60,000 is triple what Connie bought the land for, then the initial cost, which is the amount given to her by Blake, was $60,000/3 = $<<60000/3=20000>>20,000.
#### 20,000","Here's how to solve this problem step-by-step:

* **Connie's initial gift:** Connie gave Blake $30,000.
* **The land's value:** Since Connie gave Blake half of the money she got from selling the land, the land sold for $30,000 * 2 = $60,000.
* **The land's initial value:** The land tripled in value, so it was worth $60,000 / 3 = $20,000.
* **Blake's initial gift:** Blake gave Connie $20,000.


**Answer:** Blake initially gave Connie $20,000. 
",20000,20000.0,True
"Jenna's doctor tells her that she should tan no more than 200 minutes a month. If she tans 30 minutes a day, two days a week for the first two weeks of the month, how many minutes can she tan in the last two weeks of the month?","First find how many minutes Jenna tans each of the first two weeks: 30 minutes/day * 2 days/week = <<30*2=60>>60 minutes/week
Then multiply that number by the number of weeks to find how many minutes Jenna tans in the first half of the month: 60 minutes/week * 2 weeks = <<60*2=120>>120 minutes
Then subtract that time from the total time Jenna can spend tanning to find how many more minutes she can tan: 200 minutes - 120 minutes = <<200-120=80>>80 minutes
#### 80","Here's how to solve the problem:

**Step 1: Calculate tanning time in the first two weeks**

* She tans 30 minutes/day * 2 days/week = 60 minutes/week
* She tans for 60 minutes/week * 2 weeks = 120 minutes

**Step 2: Calculate remaining tanning time**

* She can tan for 200 minutes/month - 120 minutes = 80 minutes

**Answer:** Jenna can tan for 80 minutes in the last two weeks of the month. 
",80,80.0,True
"Jordan has a new hit song on Spotify. 3 months are left in the year, and she currently has 60,000 listens. If the number of listens per month doubles, how many listens will the song have by the end of the year?","In the first month, the song will have 60,000 * 2 = <<60000*2=120000>>120,000 listens.
In the second month, the song will have 120000 * 2 = <<120000*2=240000>>240,000 listens.
In the third month, the song will have 240000 * 2 = <<240000*2=480000>>480,000 listens.
By the end of the year Jordan's song will have a total of 60,000 + 120,000 + 240,000 + 480,000 = <<60000+120000+240000+480000=900000>>900,000 listens.
#### 900000","Here's how to solve this:

* **Monthly increase:** The number of listens doubles each month, so the song will have 60,000 * 2 = 120,000 listens per month.
* **Total listens in 3 months:**  Over the next 3 months, the song will have 120,000 * 3 = 360,000 listens.
* **Total listens by year's end:**  Since there are 12 months in a year, the song will have 360,000 + 60,000 = 420,000 listens by the end of the year.


**Answer:** The song will have 420,000 listens by the end of the year. 
",900000,420000.0,False
"Jillian, Savannah, and Clayton were collecting shells on the beach. Jillian collected 29, Savannah collected 17, and Clayton collected 8. They decided that they wanted to give the shells to two of their friends who had just arrived. They put their shells together and distributed them evenly to each friend. How many shells did each friend get?","The kids collected 29 + 17 + 8 = <<29+17+8=54>>54 shells.
If they distribute the shells evenly between 2 friends, 54 / 2 = <<54/2=27>>27 shells for each friend.
#### 27","Here's how to solve the problem:

**1. Find the total number of shells:**

* Jillian + Savannah + Clayton = 29 + 17 + 8 = 54 shells

**2. Divide the total shells by the number of friends:**

* 54 shells / 2 friends = 27 shells per friend

**Answer:** Each friend got 27 shells. 
",27,27.0,True
"Three planes are going to the same place but each has a different number of passengers. The first plane has 50, the second had 60, and the third has 40. An empty plane can go 600 MPH, but each passenger makes it go 2 MPH slower. What is their average speed?","The first plane goes 100 MPH slower than empty because 50 x 2 = <<50*2=100>>100
The first plane goes 500 MPH because 600 - 100 = <<600-100=500>>500
The second plane goes 120 MPH slower because 60 x 2 = <<60*2=120>>120
The second plane goes 480 because 600 - 120 = <<600-120=480>>480
The third plane goes 80 MPH slower because 40 x 2 = <<40*2=80>>80
The third plane goes 520 MPH because 600 - 80 = 520
The total speed is 1500 because 500 + 480 + 520 = <<500+480+520=1500>>1500
Their average speed is 500 because 1500 / 3 = <<1500/3=500>>500
#### 500","Here's how to solve this problem:

**1. Calculate the speed reduction for each passenger:**

* Each passenger slows the plane down by 2 MPH.

**2. Calculate the speed of each plane with passengers:**

* Plane 1: 50 passengers * 2 MPH/passenger = -100 MPH
* Plane 2: 60 passengers * 2 MPH/passenger = -120 MPH
* Plane 3: 40 passengers * 2 MPH/passenger = -80 MPH

**3. Calculate the total speed of each plane:**

* Plane 1: 600 MPH - 100 MPH = 500 MPH
* Plane 2: 600 MPH - 120 MPH = 480 MPH
* Plane 3: 600 MPH - 80 MPH = 520 MPH

**4. Calculate the average speed:**

* (500 MPH + 480 MPH + 520 MPH) / 3 planes = 1400 MPH / 3 = **466.67 MPH** (approximately)



Let me know if you have any other word problems you'd like to solve! 
",500,466.67,False
"Bald Mountain received 1.5 meters of snow last week. During a blizzard, Billy Mountain received 3.5 meters of snow and Mount Pilot received 126 centimeters of snow. How many more centimeters of snow did Billy Mountain and Mount Pilot have then Bald Mountain?","Bald Mountain = 1.5 * 100 = <<1.5*100=150>>150 cm
Billy Mountain = 3.5 * 100 = <<3.5*100=350>>350 cm
Mount Pilot = <<126=126>>126 cm
Billy + Pilot = 350 + 126 = <<350+126=476>>476 cm
476 - 150 = <<476-150=326>>326 cm
Billy Mountain and Mount Pilot received 326 more centimeters of snow than Bald Mountain.
#### 326","Here's how to solve the problem:

**1. Convert everything to centimeters:**

* Bald Mountain: 1.5 meters * 100 centimeters/meter = 150 centimeters
* Billy Mountain: 3.5 meters * 100 centimeters/meter = 350 centimeters
* Mount Pilot: 126 centimeters

**2. Find the total snow for Billy Mountain and Mount Pilot:**

* 350 centimeters + 126 centimeters = 476 centimeters

**3. Find the difference between Billy Mountain and Mount Pilot's snow and Bald Mountain's snow:**

* 476 centimeters - 150 centimeters = 326 centimeters

**Answer:** Billy Mountain and Mount Pilot had 326 more centimeters of snow than Bald Mountain. 
",326,326.0,True
"Bert's golden retriever has grown tremendously since it was a puppy.  At 7 weeks old, the puppy weighed 6 pounds, but doubled in weight by week 9.  It doubled in weight again at 3 months old, and doubled again at 5 months old.  Finally, the dog reached its final adult weight by adding another 30 pounds by the time it was one year old.  What is the dog's full adult weight, in pounds?","At 7 weeks old, the puppy weighed 6 pounds, but doubled in weight by week 9 to reach a weight of 6*2=<<6+6=12>>12 pounds.
It doubled in weight again at 3 months old to reach a weight of 12*2=<<12*2=24>>24 pounds.
It doubled in weight again at 5 months old to reach a weight of 24*2=<<24*2=48>>48 pounds.
And it reached its full adult weight by adding another 30 lbs to reach a final weight of 48+30=78 pounds.
#### 78","Here's how to solve the problem step-by-step:

* **Week 9:** The puppy doubled its weight from 6 pounds to 6 * 2 = 12 pounds.
* **3 months:** The puppy doubled its weight again, so it weighed 12 * 2 = 24 pounds.
* **5 months:** The puppy doubled its weight again, so it weighed 24 * 2 = 48 pounds.
* **1 year:** The dog added 30 pounds, bringing its weight to 48 + 30 = 78 pounds.

**Therefore, the dog's full adult weight is 78 pounds.** 
",78,78.0,True
"Alex needs to be 54 inches tall to ride the newest roller coaster at the theme park. He is 48 inches tall this year. He hears a rumor that for every hour he hangs upside down, he can grow 1/12 of an inch. Normally he grows 1/3 of an inch per month. On average, how many hours does he need to hang upside down each month to be tall enough next year to ride the rollercoaster?","He is 6 inches too short this year because 54 - 48 = <<54-48=6>>6
He will naturally grow 4 inches taller because 12 x (1/3) = <<12*(1/3)=4>>4
He needs to grow 2 inches from hanging because 6 - 4 = <<6-4=2>>2
He needs to hang for 24 hours because 2 / (1/12) = <<2/(1/12)=24>>24
He needs to hang for 2 hours a month because 24 / 12 = <<24/12=2>>2
#### 2","Here's how to break down the problem:

**1. Calculate Alex's growth goal:**

* Alex needs to grow 54 - 48 = 6 inches.

**2. Calculate Alex's growth from hanging upside down:**

* He grows 1/12 of an inch per hour.
* He needs to grow 6 inches, so he needs to hang upside down for 6 / (1/12) = 72 hours.

**3. Calculate Alex's growth from normal growth:**

* He normally grows 1/3 of an inch per month.
* He needs to grow 6 inches, so he needs to grow for 6 / (1/3) = 18 months.

**4. Calculate the total hours needed:**

* He needs to hang upside down for 72 hours.
* He needs to grow normally for 18 months.
* He needs to hang upside down for a total of 72 hours + (18 months * 1/3 month/month) = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + 6 months = 72 hours + ",2,72.0,False
Each purple book has 230 pages. Each orange book contains 510 pages. Mirella read 5 purple books and 4 orange books. How many more orange pages did she read than purple pages?,"Purple = 5 * 230 = <<5*230=1150>>1150 pages
Orange = 4 * 510 = <<4*510=2040>>2040 pages
2040 - 1150 = <<2040-1150=890>>890
Mirella read 890 more orange pages than purple pages.
#### 890","Here's how to solve the problem:

**1. Calculate pages from purple books:**

* Mirella read 5 purple books * 230 pages/book = 1150 pages

**2. Calculate pages from orange books:**

* Mirella read 4 orange books * 510 pages/book = 2040 pages

**3. Find the difference:**

* Mirella read 2040 pages - 1150 pages = 890 more pages from orange books.

**Answer:** Mirella read 890 more orange pages than purple pages. 
",890,890.0,True
"Carla is taking attendance for her sixth-grade class. She knows that 2 students are in the restroom, and one less than three times that number of students are absent. If there are four rows with six desks each that are all 2/3 full, how many students does Carla teach, including the ones in and out of the classroom?","First find the number of absent students: 2 students * 3 - 1= <<2*3-1=5>>5 students
Now find the number of students in each row of desks: 6 desks/row * 2 students / 3 desks = 4 students/row
Now find the number of students in all the rows: 4 rows * 4 students/row = <<4*4=16>>16 students
Now add the students that are absent or in the bathroom: 16 students + 2 students + 5 students = <<16+2+5=23>>23 students
#### 23","Here's how to solve the problem step-by-step:

**1. Students absent:**

* Three times the number of students in the restroom is 2 * 3 = 6 students.
* One less than that is 6 - 1 = 5 students absent.

**2. Total students in the classroom:**

* There are 4 rows * 6 desks/row = 24 desks.
* 24 desks * (2/3) = 16 desks are occupied.
* Total students in the classroom are 16 desks * (1 student/desk) = 16 students.

**3. Total students:**

* Total students in the classroom are 16.
* Total students absent are 5.
* Total students in the restroom are 2.
* Total students in the class are 16 + 5 + 2 = 23 students.


**Answer:** Carla teaches 23 students. 
",23,23.0,True
A total of 42 baby sea turtles hatched and are headed to the ocean. One-third of them got swept to the sea by a wave.  How many are still on the sand?,"This many baby turtles are in the ocean: 42 / 3 = <<42/3=14>>14 turtles.
This many baby turtles are still on the sand: 42 - 14 = <<42-14=28>>28 turtles.
#### 28","Here's how to solve the problem:

* **Find the number swept away:** One-third of 42 is (1/3) * 42 = 14 baby turtles.
* **Find the number remaining:**  42 - 14 = 28 baby turtles are still on the sand.

**Answer:** 28 baby sea turtles are still on the sand. 
",28,28.0,True
"Nathan is buying decorations for his wedding reception. The reception hall will have 20 tables. Each table needs a linen tablecloth ($25 to rent), 4 place settings ($10 each to rent), and a centerpiece. Each centerpiece will have 10 roses ($5 each) and 15 lilies ($4 each). How much will the decorations cost?","First find how much the roses for one centerpiece cost: $5/rose * 10 roses = $<<5*10=50>>50
Then find how much the lilies for one centerpiece cost: $4/rose * 15 roses = $<<4*15=60>>60
Then find how much the table settings for one table cost: 4 settings * $10/setting = $<<4*10=40>>40
Then add the cost of both types of flowers, the place settings, and the tablecloth to find the total cost per table: $50 + $60 + $40 + $25 = $<<50+60+40+25=175>>175
Then multiply the cost per table by the number of tables to find the total cost: $175/table * 20 tables = $<<175*20=3500>>3500
#### 3500","Here's how to break down the cost of the decorations:

**1. Linen Tablecloths:**

* Cost per table: $25
* Total cost: $25 * 20 tables = $500

**2. Place Settings:**

* Cost per place setting: $10
* Total cost: $10 * 20 place settings = $200

**3. Centerpieces:**

* Cost per centerpiece: $5 (roses) + $4 (lilies) = $9
* Total cost: $9 * 20 centerpieces = $180

**4. Total Cost:**

* Total cost: $500 + $200 + $180 = $880


**Therefore, the decorations will cost Nathan $880.** 
",3500,880.0,False
Djibo is 17 years old. Five years ago Djibo added his age with his sister's age and the sum was 35. How many years old is Djibo's sister today?,"Age 5 years ago: 17 - 5 = <<17-5=12>>12
Sister's age 5 years ago: 35 - 12 = <<35-12=23>>23
Sister's age today: 23 + 5 = <<23+5=28>>28 years
Djibo's sister is 28 years old today.
#### 28","Here's how to solve this problem:

* **Find Djibo's age five years ago:** Djibo was 17 - 5 = 12 years old five years ago.
* **Set up an equation:**  Let Djibo's sister's age be represented by ""S"".  Five years ago, Djibo's age plus his sister's age was 35: 12 + S = 35
* **Solve for S:** Subtract 12 from both sides: S = 23
* **Find Djibo's sister's age today:** Djibo's sister is 23 + 5 = 28 years old today.


**Answer:** Djibo's sister is 28 years old today. 
",28,28.0,True
"A library has a collection of 100 historical novels arranged on a shelf. 5 people borrow 2 books each from the shelf on a particular day,  and 20 more books are borrowed from the shelf on the second day. How many books are remaining on the shelf after the second day?","Five people borrowed 5 people * 2 books/person = <<5*2=10>>10 books on the first day.
After the second day, the total number of borrowed books increased to 10 books + 20 books = <<10+20=30>>30 books.
The total number of books on the shelf after the second day is 100 books - 30 books = <<100-30=70>>70 books
#### 70","Here's how to solve the problem:

* **Day 1:** 5 people borrow 2 books each, so they borrow a total of 5 * 2 = 10 books.
* **Total borrowed on Day 1:** 10 books
* **Day 2:** 20 more books are borrowed.
* **Total borrowed on Day 2:** 20 books
* **Total borrowed:** 10 + 20 = 30 books
* **Books remaining:** 100 - 30 = 70 books

**Answer:** There are 70 books remaining on the shelf after the second day. 
",70,70.0,True
Jill spends time every day talking to her boyfriend on the phone.  The first day of the week she spends 5 minutes on the phone with her boyfriend.  Each of the following days she spends twice as much time talking on the phone as the day before. After the 5th day her parents take the phone away from her because she was on it too long.  How much time did Jill spend talking to her boyfriend that week?,"Jill starts off spending 5 minutes on the phone, and the following day she spends double that 5 minutes for 5*2=<<5+5=10>>10 minutes.
The following day Jill spends double the previous day's total of 10 minutes on the phone, for 10*2=<<10*2=20>>20 minutes.
On the fourth day, Jill spends double the previous day's total of 20 minutes on the phone, for 20*2=<<20*2=40>>40 minutes
On the fifth and final day, Jill spends double the previous day's total of 40 minutes on the phone, for 40*2=<<40*2=80>>80 minutes.
All told, Jill spends 5+10+20+40+80= <<5+10+20+40+80=155>>155 minutes on the phone over 5 days.
#### 155","Here's how to solve the problem:

* **Day 2:** Jill spends 5 minutes * 2 = 10 minutes talking.
* **Day 3:** Jill spends 10 minutes * 2 = 20 minutes talking.
* **Day 4:** Jill spends 20 minutes * 2 = 40 minutes talking.
* **Day 5:** Jill spends 40 minutes * 2 = 80 minutes talking.

**Total time:** 5 + 10 + 20 + 40 + 80 = **155 minutes** 


Jill spent 155 minutes talking to her boyfriend that week. 
",155,155.0,True
A pad of paper comes with 60 sheets. Evelyn uses a pad of paper writing notes at work every week. She takes Monday and Friday off from work. How many sheets of paper does she use per day at work?,"Evelyn takes two days a week off from work, so she is at work 7 - 2 = <<7-2=5>>5 days a week.
Thus, she uses 60 / 5 = <<60/5=12>>12 sheets of paper per day at work.
#### 12","Here's how to solve the problem:

* **Days Evelyn works:** Evelyn works 5 days a week (Tuesday, Wednesday, Thursday, Monday, Friday).
* **Sheets used per week:** She uses 60 sheets / 5 days = 12 sheets per day.
* **Answer:** Evelyn uses 12 sheets of paper per day at work. 
",12,12.0,True
Tyler has 21 CDs. He gives away a third of his CDs to his friend. Then he goes to the music store and buys 8 brand new CDs. How many CDs does Tyler have now?,"Tyler gives away 21 / 3 = <<21/3=7>>7 CDs
After giving away a third of his CDs, Tyler has 21 - 7 = <<21-7=14>>14 CDs
After buying new CDs, Tyler has 14 + 8 = <<14+8=22>>22 CDs
#### 22","Here's how to solve the problem step-by-step:

1. **CDs given away:** Tyler gives away 21 / 3 = 7 CDs.

2. **CDs remaining:** After giving some away, he has 21 - 7 = 14 CDs.

3. **CDs after buying more:** Tyler buys 8 more CDs, so he has 14 + 8 = 22 CDs.

**Answer:** Tyler has 22 CDs now. 
",22,22.0,True
"A flower shop sells bouquets of roses, which each contain 12 roses, and bouquets of daisies, which each contain an equal amount of daisies. The flower shop sells 20 bouquets today. 10 of these were rose bouquets and the remaining 10 bouquets were daisy bouquets. If the flower shop has sold 190 flowers in total today, how many daisies are in each bouquet of daisies?","The flower shop sold 10 bouquets * 12 roses/bouquets = <<10*12=120>>120 roses.
This means they sold a total of 190 flowers – 120 roses = <<190-120=70>>70 daisies.
Therefore, each daisy bouquet contains 70 daisies / 10 bouquets = <<70/10=7>>7 daisies per bouquet.
#### 7","Here's how to solve the problem:

**1. Calculate the number of roses sold:**

* The flower shop sold 10 rose bouquets * 12 roses/bouquet = 120 roses.

**2. Calculate the number of daisies sold:**

* The flower shop sold 190 total flowers - 120 roses = 70 daisies.

**3. Calculate the number of daisies in each daisy bouquet:**

* The flower shop sold 70 daisies / 10 bouquets = 7 daisies/bouquet.

**Answer:** There are **7** daisies in each bouquet of daisies. 
",7,7.0,True
"Martin is casting three bells for the church's belfry. The first bell takes 50 pounds of bronze, the second bell is twice the size of the first bell, and the third bell is four times the size of the second bell. How much bronze does he need total?","First find the size of the second bell: 50 pounds * 2 = <<50*2=100>>100 pounds
Then find the size of the third bell: 100 pounds * 4 = <<100*4=400>>400 pounds
Then add the amount of bronze used for each bell to find the total: 100 pounds + 400 pounds + 50 pounds = <<100+400+50=550>>550 pounds
#### 550","Here's how to solve the problem:

* **Second bell:** The second bell is twice the size of the first, so it takes 50 * 2 = 100 pounds of bronze.
* **Third bell:** The third bell is four times the size of the second, so it takes 100 * 4 = 400 pounds of bronze.
* **Total bronze:**  The total amount of bronze needed is 50 + 100 + 400 = 550 pounds.

**Answer:** Martin needs a total of 550 pounds of bronze. 
",550,550.0,True
"Eric has 20 marbles. He has 12 white marbles, 6 blue marbles, and the rest are green marbles. How many green marbles does Eric have?","Eric has a total of 12 + 6 = <<12+6=18>>18 white and blue marbles.
Thus, he has 20 - 18 = <<20-18=2>>2 green marbles.
#### 2","Here's how to solve the problem:

* **Find the total number of white and blue marbles:** 12 white + 6 blue = 18 marbles
* **Subtract that number from the total number of marbles:** 20 - 18 = 2 green marbles

Eric has **2** green marbles. 
",2,2.0,True
"If the price of a bag of cherries is $5 when the price of a bag of olives is $7, how much would Jordyn pay for buying 50 bags of each fruit and a 10% discount?","At a 10 percent discount, Jordyn will pay 10/100%*$5=$.50 less for a bag of cherries.
To buy one of the cherries at a 10% discount Jordyn will pay $5-$0.50=$<<5-0.5=4.50>>4.50
The cost of buying 50 bags of cherries at the 10% discount is 50*4.50=$<<50*4.50=225>>225
Also, at a 10% discount, Jordyn will pay 10/100*$7=$<<10/100*7=0.70>>0.70 less for a bag of olives.
The price of a bag of olives at a 10% discount is $7-$0.70=$<<7-0.7=6.3>>6.3
To buy 50 bags of olives Jordyn will pay $6.3*50=$<<6.3*50=315>>315
The total cost of buying 50 bags of each fruit at a 10% discount is $315+$225=$540
#### 540","Here's how to break down the problem:

**1. Calculate the cost of the cherries and olives:**

* Cost of cherries: 50 bags * $5/bag = $250
* Cost of olives: 50 bags * $7/bag = $350
* Total cost: $250 + $350 = $600

**2. Calculate the discount:**

* Discount amount: $600 * 0.10 = $60

**3. Calculate the final price:**

* Final price: $600 - $60 = $540

**Answer:** Jordyn would pay $540 for buying 50 bags of each fruit with a 10% discount. 
",540,10.0,False
Kwame studied for the history test for 2.5 hours. Connor studied for 1.5 hours and Lexia studied for 97 minutes. How many minutes more did Kwame and Connor study than Lexia?,"Kwame = 2.5 hours * 60 minutes = <<2.5*60=150>>150 minutes
Connor = 1.5 hours * 60 minutes = <<1.5*60=90>>90 minutes
Kwame + Connor = 150 + 90 = 240 minutes
240 - 97 = <<240-97=143>>143 minutes
Kwame and Conner studied 143 minutes more than Lexia.
#### 143","Here's how to solve the problem:

**1. Convert Kwame and Connor's study time to minutes:**

* Kwame: 2.5 hours * 60 minutes/hour = 150 minutes
* Connor: 1.5 hours * 60 minutes/hour = 90 minutes

**2. Find the total time Kwame and Connor studied:**

* Kwame + Connor = 150 minutes + 90 minutes = 240 minutes

**3. Find the difference between Kwame and Connor's time and Lexia's time:**

* 240 minutes - 97 minutes = 143 minutes

**Answer:** Kwame and Connor studied 143 minutes more than Lexia. 
",143,143.0,True
"There are 3/5 times as many people living in Boise as the number living in Seattle. There are 4000 more people in Lake View than the population in Seattle. If Lake View's population is 24000, calculate the total population of the three cities.","If Lake View's population is 24000, then there are 24000-4000 = <<24000-4000=20000>>20000 people living in Seattle.
The total population of Seattle and Lake view is 20000+24000 = <<20000+24000=44000>>44000
Since the population in Boise is 3/5 times that of Seattle, there are 3/5*20000 = <<3/5*20000=12000>>12000 people living in Boise.
The three cities have a total population of 44000+12000=<<44000+12000=56000>>56000
#### 56000","Here's how to solve this problem step-by-step:

**1. Find the population of Seattle:**

* Lake View has 24000 people, and there are 4000 more people in Lake View than Seattle.
* Therefore, Seattle's population is 24000 - 4000 = 20000 people.

**2. Find the population of Boise:**

* Boise has 3/5 times the population of Seattle.
* So, Boise's population is (3/5) * 20000 = 12000 people.

**3. Calculate the total population:**

* Total population = Seattle's population + Boise's population + Lake View's population
* Total population = 20000 + 12000 + 24000 = 56000 people.

**Therefore, the total population of the three cities is 56000.** 
",56000,56000.0,True
"Martha is grinding a spice paste. She adds 3 tablespoons of ginger, 1 teaspoon of cardamom, 1 teaspoon of mustard, 2 tablespoons of garlic, and four times as much chile powder as mustard. What percentage of the spice paste is ginger, rounded to the nearest integer? (Remember there are three teaspoons per tablespoon.)","First convert the ginger to teaspoons: 3 tablespoons * 3 teaspoons/tablespoon = <<3*3=9>>9 teaspoons
Then convert the garlic to teaspoons: 2 tablespoons * 3 teaspoons/tablespoon = <<2*3=6>>6 teaspoons
Then find how much chile powder there is: 1 teaspoon * 4 = <<1*4=4>>4 teaspoons
Then add up the amount of each spice to find the total amount: 9 teaspoons + 6 teaspoons + 4 teaspoons + 1 teaspoons + 1 teaspoon = <<9+6+4+1+1=21>>21 teaspoons
Then divide the amount of ginger by the total amount of spice paste and multiply by 100% to find the percentage of the spice paste that's ginger: 9 teaspoons / 21 teaspoons * 100% = 42.857, which rounds down to 43%
#### 43","Here's how to solve the problem step-by-step:

**1. Calculate the amount of chile powder:**

* Mustard is 1 teaspoon.
* Chile powder is 4 times the amount of mustard, so it's 4 * 1 = 4 teaspoons.

**2. Calculate the total amount of spice paste:**

* Ginger is 3 tablespoons * 3 teaspoons/tablespoon = 9 teaspoons.
* Cardamom is 1 teaspoon.
* Mustard is 1 teaspoon.
* Garlic is 2 tablespoons * 3 teaspoons/tablespoon = 6 teaspoons.
* Chile powder is 4 teaspoons.
* Total teaspoons: 9 + 1 + 1 + 6 + 4 = 21 teaspoons

**3. Calculate the percentage of ginger:**

* Ginger is 9 teaspoons.
* Total teaspoons are 21.
* Percentage of ginger: (9 / 21) * 100% = 42.86%

**4. Round to the nearest integer:**

* 42.86% rounded to the nearest integer is **43%**.



**Therefore, the percentage of ginger in the spice paste is approximately 43%.** 
",43,43.0,True
"At peak season, 6 packs of tuna fish are sold per hour, while in a low season 4 tuna packs are sold per hour. If each tuna pack is sold at $60, How much more money is made in a day during a high season than a low season if the fish are sold for 15 hours?","6 packs of tuna fish are sold per hour. If the sales are made for 15 hours, the total number of packs sold is 4=6*15 = <<6*15=90>>90 packs.
At $60 per pack, during a high season, the total sales in 15 hours are 90*$60 = $<<90*60=5400>>5400
4 packs of tuna fish are sold per hour. If the sales are made for 15 hours, the total number of packs sold is 4*15 = <<4*15=60>>60 packs.
At $60 per pack, during a low season, the total sales in 15 hours are 60*$60 = $<<60*60=3600>>3600
The amount of money that is made after 15 hours during a high season than a low season is $5400-$3600 = $<<5400-3600=1800>>1800
#### 1800","Here's how to solve the problem:

**High Season Earnings:**

* Packs sold per hour: 6
* Hours worked: 15
* Total packs sold: 6 * 15 = 90 packs
* Earnings: 90 * $60 = $5400

**Low Season Earnings:**

* Packs sold per hour: 4
* Hours worked: 15
* Total packs sold: 4 * 15 = 60 packs
* Earnings: 60 * $60 = $3600

**Difference in Earnings:**

* $5400 (high season) - $3600 (low season) = $1800

**Answer:** They make $1800 more in a day during a high season. 
",1800,1800.0,True
Penny has $20. Penny buys 4 pairs of socks for $2 a pair and a hat for $7. How much money does Penny have left?,"Penny buys 4 pairs of socks for $2 x 4 = $<<4*2=8>>8.
In total, Penny spent $8 + $7 = $<<8+7=15>>15 on 4 pairs of socks and a hat.
Penny has $20 -$15 = $<<20-15=5>>5 left after buying 4 pairs of socks and a hat.
#### 5","Here's how to solve the problem:

**1. Calculate the cost of the socks:**

* 4 pairs of socks * $2/pair = $8

**2. Calculate the total cost:**

* $8 (socks) + $7 (hat) = $15

**3. Calculate how much money Penny has left:**

* $20 (starting money) - $15 (total cost) = $5

**Answer:** Penny has $5 left. 
",5,5.0,True
Donovan Mitchell is currently averaging 26 points per game. His team has played 15 games this season. He has a goal of averaging 30 points per game for the entire 20 game season. How many points does he need to average per game to reach his goal?,"At this point in the season, Donovan has scored 26 * 15 = <<26*15=390>>390 points.
To reach his goal of 30 points per game, he would have to finish the season with a total of 30 * 20 = <<30*20=600>>600 points.
For the remaining 5 games, Donovan needs to score 600 - 390 = <<600-390=210>>210 points.
Therefore, he needs to average 210 / 5 = <<210/5=42>>42 points per game.
#### 42","Here's how to solve the problem:

**1. Calculate Donovan's desired total points:**

* Donovan wants to average 30 points per game over 20 games.
* Total points needed: 30 points/game * 20 games = 600 points

**2. Calculate Donovan's current total points:**

* Donovan has scored 26 points/game * 15 games = 390 points

**3. Calculate the points difference:**

* Points needed: 600 points
* Points earned: 390 points
* Difference: 600 - 390 = 210 points

**4. Calculate the points per game needed to reach his goal:**

* Points needed: 210 points
* Games remaining: 20 games
* Points per game needed: 210 points / 20 games = 10.5 points/game

**Answer:** Donovan needs to average 10.5 points per game to reach his goal. 
",42,10.5,False
