question,actual_response,predicted_response,actual_answer,predicted_answer,is_correct
"A company has 100 employees. 60% of the employees drive to work. Of the employees who don't drive to work, half take public transportation.  How many employees use public transportation to get to work?","Drive to work:100(.60)=60
Don't Drive to work:100-60=<<100-60=40>>40
Public Transportation:40(.50)=<<40*.50=20>>20 employees
#### 20","First, find the number of employees who don't drive to work. Since 60% drive, the remaining 40% don't drive. To find 40% of 100 employees, multiply 100 by 0.4: 100 * 0.4 = 40.

Now, since half of the employees who don't drive take public transportation, find half of 40. Half of 40 is 40 / 2 = 20.

So, 20 employees use public transportation to get to work.",20,20.0,True
"Francis and Kiera had breakfast at a cafe. Muffins cost $2 each, and fruit cups cost $3 each. Francis had 2 muffins and 2 fruit cups. Kiera had 2 muffins and 1 fruit cup. How much did their breakfast cost?","Francis bought 2 × $2 = $<<2*2=4>>4 worth of muffins.
Francis bought 2 × $3 = $<<2*3=6>>6 worth of fruit cups.
Kiera bought 2 × $2 = $<<2*2=4>>4 worth of muffins.
Kiera bought 1 × $3 = $<<1*3=3>>3 worth of fruit cups.
Their breakfast cost $4 + $6 + $4 + $3 = $<<4+6+4+3=17>>17 in total.
#### 17","Francis had 2 muffins and 2 fruit cups. The cost of muffins is 2 * $2 = $4. The cost of fruit cups is 2 * $3 = $6. So, Francis' total cost is $4 + $6 = $10.

Kiera had 2 muffins and 1 fruit cup. The cost of muffins is 2 * $2 = $4. The cost of fruit cups is 1 * $3 = $3. So, Kiera's total cost is $4 + $3 = $7.

To find the total cost, add Francis' and Kiera's costs: $10 + $7 = $17. The answer is $17.",17,17.0,True
"In the class of 24 students, half are doing silent reading, and a third are playing board games. The rest are catching up on homework. How many students are catching up on homework?","24/2=<<24/2=12>>12 students are doing silent reading.
24/3=<<24/3=8>>8 students are playing board games.
So 12+8=<<12+8=20>>20 students are accounted for.
Then 24-20=<<24-20=4>>4 students are catching up on homework.
#### 4","Half of the students are doing silent reading. Since there are 24 students, half would be 24 / 2 = 12 students.

A third of the students are playing board games. To find this, we divide 24 by 3: 24 / 3 = 8 students.

The total number of students doing silent reading or playing board games is 12 + 8 = 20 students.

Since there are 24 students in total, the number of students catching up on homework would be 24 - 20 = 4 students.

The answer is 4.",4,4.0,True
"Owen bred 21 turtles, and Johanna has 5 fewer turtles than Owen. After 1 month, Owen has twice as many turtles as before and Johanna loses half of her turtles and donates the rest to Owen. How many turtles did Owen have?","Johanna had 21 turtles - 5 turtles = <<21-5=16>>16 turtles.
After 1 month, Owen was left with 21 turtles * 2 = <<21*2=42>>42 turtles.
After 1 month, Johanna was left with 16 turtles / 2 = <<16/2=8>>8 turtles.
After Johanna's donation, Owen was left with 42 turtles + 8 turtles = <<42+8=50>>50 turtles.
#### 50","Initially, Johanna has 5 fewer turtles than Owen. Since Owen has 21 turtles, Johanna has 21 - 5 = 16 turtles.

After 1 month, Owen has twice as many turtles as before, so he now has 2 * 21 = 42 turtles.

Johanna loses half of her turtles, which is 16 / 2 = 8. She then donates the rest (16 - 8 = 8) to Owen.

Owen now has 42 + 8 = 50 turtles. The answer is 50.",50,50.0,True
"Donna made a cake to take to a party where the guests ate half the cake. The day after the party, she shared half the leftovers with her brothers. The following day, she ate one piece as a midnight snack. Twice as many pieces as her snack were left. How many pieces was the cake to begin with?","Donna had 2 * 1 = <<2*1=2>>2 pieces of cake left.
Before her snack, there were 2 + 1 = <<2+1=3>>3 pieces left.
Those 3 pieces were half the leftovers, so she had 3 * 2 = <<3*2=6>>6 pieces before sharing with her brothers.
Those 6 pieces were half the party leftovers, so the cake was 2 * 6 = <<6*2=12>>12 pieces before the party.
#### 12","Let's break it down step by step:

1. The guests ate half the cake, leaving half the cake.
2. Donna shared half of the leftovers with her brothers, which means she shared half of the half left. Since the guests ate half, she shared 1/4 of the original cake.
3. After sharing, she was left with 3/4 of the original cake.
4. Then, she ate one piece as a midnight snack.
5. Twice as many pieces as her snack were left. Since she ate 1 piece, twice as many pieces as her snack would be 2 pieces. So, 2 pieces were left after eating 1 piece.
6. Now, we know that 2 pieces were left after she ate 1 piece. This means that before eating the midnight snack, she had 2 + 1 = 3 pieces.
7. Since she had 3 pieces before eating the midnight snack, and 3 pieces represent 3/4 of the original cake, we can calculate the original cake size.
   To find the original cake size, we multiply 3 by 4/3. 
   3 * (4/3) = 4

The original cake was 4 pieces.",12,4.0,False
"Archie is playing with his marbles outside. He loses 60% of them into the street. Of the remaining ones, he loses half down a sewer. If he has 20 left, how many did he start with?","He had 40 before losing them into the sewer because 20 x 2 =<<40=40>>40
He started with 100 because 40/.4=<<100=100>>100
#### 100","Let's break it down step by step:

1. Archie loses 60% of his marbles. This means he has 40% of his original marbles left. Let's call the original number of marbles x. Then 40% of x is the number of marbles he has left after losing 60%:

0.4x = number of marbles left

2. Then, he loses half of the remaining marbles down a sewer. This means he has 50% of the marbles left:

0.5 * 0.4x = 20 (since he has 20 marbles left)

0.2x = 20

3. To find the original number of marbles (x), we divide both sides by 0.2:

x = 20 / 0.2
x = 100

So, Archie started with 100 marbles.",100,100.0,True
"Mell went to a cafeteria to spend some time with her friends. She ordered two cups of coffee and one piece of cake. Two of her friends ordered the same, but each of them also bought a bowl of ice cream. One cup of coffee is $4, one piece of cake is $7, and a bowl of ice cream is $3. How much money did Mell and her friends need to pay at the cafeteria?","Mell's friends bought two bowls of ice cream, so that was a cost of 2 * 3 = $<<2*3=6>>6.
They all three bought two cups of coffee each, so they ordered 2 * 3 = <<2*3=6>>6 cups of coffee in total.
The cost of the coffee was therefore 6 * 4 = $<<6*4=24>>24.
All her friends bought one piece of cake each, so the cost of it in total was 3 * 7 = $<<3*7=21>>21.
Mell and her friends spent in total 6 + 24 + 21 = $<<6+24+21=51>>51 at the cafeteria.
#### 51","To find the total amount, let's break it down:

- Mell ordered 2 cups of coffee and 1 piece of cake. 
  2 cups of coffee: 2 * $4 = $8
  1 piece of cake: $7
  Total for Mell: $8 + $7 = $15

- 2 friends ordered the same (2 cups of coffee and 1 piece of cake), so their total is:
  2 cups of coffee: 2 * $4 = $8
  1 piece of cake: $7
  Total for 2 friends: $8 + $7 = $15
  Since there are 2 friends, their total is: $15 * 2 = $30

- 2 friends each bought a bowl of ice cream, so their total is:
  2 bowls of ice cream: 2 * $3 = $6

- Adding the totals together:
  Mell's total: $15
  2 friends' total: $30
  2 friends' ice cream total: $6
  Total for all: $15 + $30 + $6 = $51

The answer is $51.",51,51.0,True
"A few friends are making a small movie.  They hire a few actors and that cost $1200.  They also get food for the 50 people there.  Each person gets $3 worth of food.  Equipment rental costs twice as much as food and actors combined.  They sold the movie for $10,000.  How much profit did they make?","The food cost 3*50=$<<3*50=150>>150
So the total cost without equipment rental was 1200+150=$<<1200+150=1350>>1350
So equipment rental cost 1350*2=$<<1350*2=2700>>2700
So the total cost was 2700+1350=$<<2700+1350=4050>>4050
That means they made 10000-4050=$<<10000-4050=5950>>5950
#### 5950","To find the profit, we need to calculate the total cost and subtract it from the total revenue.

First, let's calculate the cost of actors: $1200
Cost of food: 50 people * $3 per person = $150
Combined cost of actors and food: $1200 + $150 = $1350

Equipment rental costs twice as much as actors and food combined: 2 * $1350 = $2700

Total cost: $1200 (actors) + $150 (food) + $2700 (equipment rental) = $4050

Total revenue: $10,000

Now, let's calculate the profit: 
Profit = Total revenue - Total cost
Profit = $10,000 - $4050
Profit = $5950

The movie makers made a profit of $5950.",5950,5950.0,True
"The number of elephants at Gestures For Good park is 3 times as many as the number of elephants at We Preserve For Future park. If there are 70 elephants at We Preserve For Future, calculate the total number of elephants in the two parks.","At We Preserve For Future, the number of elephants is 70, 3 times the number at Gestures For Good park, meaning there are 3*70 = <<70*3=210>>210 elephants at Gestures For Good park.
The total number of elephants in the two parks is 210+70 = <<210+70=280>>280
#### 280","To find the number of elephants at Gestures For Good park, we multiply the number of elephants at We Preserve For Future park by 3. 

70 * 3 = 210

So, Gestures For Good park has 210 elephants. To find the total number of elephants in the two parks, we add the number of elephants at each park.

210 + 70 = 280

The total number of elephants in the two parks is 280.",280,280.0,True
Keith bought 8 new baseball trading cards to add to his collection. The next day his dog ate half of his collection. There are now only 46 cards left. How many cards did Keith start with?,"Keith's dog ate half of his collection so he had 2 * 46 cards = <<2*46=92>>92 cards before his dog ate them.
Keith had added 8 new cards to his collection so he had 92 cards - 8 = <<92-8=84>>84 cards to start with.
#### 84","Let's say Keith started with x cards. 

After buying 8 new cards, Keith had x + 8 cards.

The dog ate half of his collection, so the number of cards left is half of x + 8.

We know that the number of cards left is 46, so we can set up the equation: 

(x + 8) / 2 = 46

To solve for x, multiply both sides by 2:

x + 8 = 92

Now subtract 8 from both sides:

x = 92 - 8
x = 84

Keith started with 84 cards.",84,84.0,True
Josiah puts a quarter in his piggy bank every day for 24 days.  Leah saves 50 cents in an empty pickle jar every day for 20 days. Megan saves twice as much as Leah for 12 days.   How much do the three children save together?,"Josiah saves 0.25 x 24= $<<0.25*24=6>>6.
Leah saves 0.50 x 20 = $<<0.50*20=10>>10.
Megan saves $1 x 12 = $<<1*12=12>>12.
Together, the children save $6 + $10 + $12 = $<<6+10+12=28>>28.
#### 28","To find the total amount saved, let's calculate each child's savings separately.

Josiah puts a quarter (25 cents) in his piggy bank every day for 24 days. 
Josiah's total savings: 25 cents * 24 days = 600 cents or $6.

Leah saves 50 cents in an empty pickle jar every day for 20 days. 
Leah's total savings: 50 cents * 20 days = 1000 cents or $10.

Megan saves twice as much as Leah, which is 2 * 50 cents = 100 cents or $1, every day for 12 days. 
Megan's total savings: 100 cents * 12 days = 1200 cents or $12.

Now, let's add up the total savings of the three children:
$6 (Josiah) + $10 (Leah) + $12 (Megan) = $28.

The answer is $28.",28,28.0,True
"A watermelon stand sold 46 watermelons. Seventeen customers bought one melon, three customers bought three melons, and the rest bought two melons. How many customers bought two watermelons?","The customers that bought one watermelon bought 1 * 17 = <<1*17=17>>17 melons.
The customers that bought three melons bought 3 * 3 = <<3*3=9>>9 melons.
The stand sold 46 - 17 - 9 = <<46-17-9=20>>20 melons to customers who bought 2 melons.
Thus, 20 / 2 = <<20/2=10>>10 customers bought two watermelons.
#### 10","To find out how many customers bought two melons, we need to first find the total number of watermelons bought by the customers who bought one melon and three melons.

- 17 customers bought one melon each, so they bought 17 * 1 = 17 melons.
- 3 customers bought three melons each, so they bought 3 * 3 = 9 melons.

Total melons bought by those two groups = 17 + 9 = 26.

Since the stand sold 46 watermelons in total, the number of melons bought by the remaining customers (those who bought two melons) = 46 - 26 = 20.

Since each customer bought 2 melons, the number of customers who bought two melons = 20 / 2 = 10.

The answer is 10.",10,10.0,True
"A book library charges fifty cents per day on any book borrowed by its members to read outside the library's premises. At the start of May, Celine borrowed three books from the library to read at home for her upcoming examinations. If she returned one book 20 days after borrowing it, and the other two stayed at her house until the end of May, calculate the total amount of money that she paid at the library for lending the three books.","Celine was charged $0.50 * 20 = $<<0.50*20=10>>10 for the book she returned to the library after 20 days.
If the other two books stayed at her house until the end of May, she paid 31*$0.50= $<<31*0.5=15.5>>15.5 for each book.
For the two books that stayed at her house until the end of May, Celine paid $15.5*2 = $<<15.5*2=31>>31
For the three books, Celine paid $31+10 = $<<31+10=41>>41
#### 41","Since Celine borrowed the books at the start of May, and May has 31 days, the two books she kept at home for the entire month will be charged for 31 days each.

The first book was returned 20 days after borrowing, so it will be charged for 20 days.

To find the total amount charged, we need to calculate the daily charge for each book:

- For the book returned 20 days after borrowing: 20 days * $0.50/day = $10
- For the two books kept for the entire month: 31 days * $0.50/day * 2 books = $31

Adding the charges for all three books: $10 (for the first book) + $31 (for the two books kept for the month) = $41

The total amount of money Celine paid at the library for lending the three books is $41.",41,41.0,True
"Herman likes to feed the birds in December, January and February.  He feeds them 1/2 cup in the morning and 1/2 cup in the afternoon.  How many cups of food will he need for all three months?","December has 31 days, January has 31 days and February has 28 days for a total of 31+31+28 = <<31+31+28=90>>90 days
He feeds them 1/2 cup in the morning and 1/2 cup in the afternoon for a total of 1/2+1/2 = <<1/2+1/2=1>>1 cup per day
If he feeds them 1 cup per day for 90 days then he will need 1*90 = <<1*90=90>>90 cups of birdseed
#### 90","Since Herman feeds the birds twice a day, he feeds them 1/2 cup in the morning and 1/2 cup in the afternoon, which is a total of 1 cup per day.

For 3 months (December, January, and February), Herman will need:
3 months * 31 days (average days in a month) = 93 days
Total cups needed = 93 days * 1 cup/day = 93 cups

So, Herman will need 93 cups of food for all three months.",90,93.0,False
"Haley is getting ready to watch a comet fly over her house. She spends two hours shopping for a telescope, half an hour getting everything set up in the backyard, three times the setup time making snacks, and 20 minutes watching the comet. What percentage of the total time she spent on all those activities was spent watching the comet, rounded to the nearest percent?","First convert Haley's shopping time to minutes: 2 hours * 60 minutes/hour = <<2*60=120>>120 minutes
Then convert Haley's setup time to minutes: .5 hours * 60 minutes/hour = <<.5*60=30>>30 minutes
Then find the total time she spends making a snack: 3 * 30 minutes = <<3*30=90>>90 minutes
Then add the time she spends on each activity to find the total time: 120 minutes + 30 minutes + 90 minutes = <<120+30+90=240>>240 minutes
Then divide the time she spends watching the comet by the total time and multiply by 100% to express the answer as a percentage: 20 minutes / 240 minutes = 8.333...%, which rounds down to 8%
#### 8","To find the total time spent, let's add up the time spent on each activity:

- Shopping for a telescope: 2 hours = 120 minutes
- Getting everything set up in the backyard: 0.5 hours = 30 minutes
- Making snacks: 3 times the setup time = 3 * 30 minutes = 90 minutes
- Watching the comet: 20 minutes

Total time spent: 120 + 30 + 90 + 20 = 260 minutes

To find the percentage of time spent watching the comet, divide the time spent watching the comet by the total time, and multiply by 100:

(20 minutes / 260 minutes) * 100 ≈ 7.69%

Rounded to the nearest percent, the answer is approximately 8%.",8,8.0,True
"Oliver has two bags of vegetables. Each bag weighs 1/6 as much as James’s bag, which weighs 18kg. What is the combined weight of both Oliver’s bags?","Each of Oliver’s bags weighs 18 kg * 1/6 =<<18*1/6=3>>3 kg.
Combined, both his bags weigh 3 kg * 2 = <<3*2=6>>6 kg.
#### 6","Since each of Oliver's bags weighs 1/6 as much as James's bag, and James's bag weighs 18kg, we can calculate the weight of each of Oliver's bags.

1/6 of 18kg is (1/6) * 18 = 3kg. Since Oliver has 2 bags, we multiply 3kg by 2 to find the combined weight of both bags.

3kg * 2 = 6kg

The answer is 6kg.",6,6.0,True
"Maggie has an after-school job that pays her $5.00 for every magazine subscription she can sell.  She sells 4 to her parents, 1 to her grandfather, 2 to the next-door neighbor and twice that amount to another neighbor.  How much money did Maggie earn?","Maggie sells 2 subscriptions to a neighbor and twice that amount to another neighbor so she sells 2*2 = <<2*2=4>>4 subscriptions to the other neighbor
In total, Maggie sells 4+1+2+4 = <<4+1+2+4=11>>11 subscriptions
She earns $5.00 per subscription she sells so she earns 5*11 = $<<5*11=55.00>>55.00
#### 55","Maggie sells 4 magazines to her parents, 1 to her grandfather, 2 to the next-door neighbor, and twice that amount (2 * 2 = 4) to another neighbor. 

Total number of magazines sold = 4 + 1 + 2 + 4 = 11

Since Maggie earns $5 for each magazine subscription, her total earnings would be:
11 * $5 = $55

The answer is $55.",55,55.0,True
"The owner of a company needs to install a transformer to power his electrical equipment. He operates three units of machinery that require a running current of 40A each. These appliances require at least twice their running current for starting, and the transformer chosen must account for this. What is the minimum current load that his transformer of choice must be able to carry?","Three units require a running current of 40A each for a total current load of 3*40A = <<3*40=120>>120A
They require twice 120A for starting which is 2*120A = <<2*120=240>>240A which is the minimum current load that the transformer must be able to carry
#### 240","To find the minimum current load, we need to calculate the total starting current for all three units of machinery. 

The running current for each unit is 40A. For starting, the current is twice the running current, so it's 2 * 40A = 80A per unit.

Since there are three units, the total starting current is 3 * 80A = 240A.

The transformer must be able to carry at least this amount of current, so the minimum current load it must be able to carry is 240A.",240,240.0,True
"Two friends are racing three miles. The first one runs it in 21 minutes. The second one runs it in 24 minutes. If they keep up the same pace, how long combined will it take for them to run 5 miles each?","The first one runs a mile in 7 minutes because 21 / 3 = <<21/3=7>>7
The second runs a mile in 8 minutes because 24 / 3 = <<24/3=8>>8
The first one would finish 5 miles in 35 minutes because 5 x 7 = <<5*7=35>>35
The second one would finish in 40 minutes because 5 x 8 = <<5*8=40>>40
It will take 75 minutes in total because 35 + 40 = <<35+40=75>>75
#### 75","To find out how long it will take for each friend to run 5 miles, we need to first find their pace per mile.

The first friend runs 3 miles in 21 minutes. So, their pace per mile is 21 / 3 = 7 minutes per mile.

The second friend runs 3 miles in 24 minutes. So, their pace per mile is 24 / 3 = 8 minutes per mile.

To find out how long it will take for each friend to run 5 miles, we multiply their pace per mile by 5.

The first friend will run 5 miles in 7 * 5 = 35 minutes.

The second friend will run 5 miles in 8 * 5 = 40 minutes.

To find the combined time, we add the time it will take for each friend to run 5 miles: 35 + 40 = 75 minutes.

The answer is 75 minutes.",75,75.0,True
One dress requires 5.5 yards of fabric. Amare needs to make 4 dresses for the wedding and she has 7 feet of fabric. How many feet of fabric does Amare still need for the dresses?,"Dresses = 5.5 * 4 = <<5.5*4=22>>22 yards
22 yards = <<22*3=66>>66 feet
66 - 7 = <<66-7=59>>59
Amare still needs 59 feet of fabric.
#### 59","First, we need to convert the total yards of fabric required into feet, since Amare has the fabric in feet. 
1 yard = 3 feet, so 5.5 yards = 5.5 * 3 = 16.5 feet.

Since Amare needs 4 dresses, and each dress requires 16.5 feet of fabric, the total fabric needed for 4 dresses is 4 * 16.5 = 66 feet.

Amare currently has 7 feet of fabric, so she needs 66 - 7 = 59 feet of fabric for the dresses.",59,59.0,True
"Jett bought a cow from the market at $600 and took it to his farm. He spent $20 every day to buy food. He also used $500 to vaccinate and deworm the cow. If he sold the cow for $2500 after 40 days, calculate the profit he made from selling back the cow to the market.","The total cost of food that the cow ate for the forty days is 40*$20 = $<<40*20=800>>800
To feed and maintain the health of the cow, the total expenses Jett used is $500+$800 = $<<500+800=1300>>1300
With the expenses, Jett used $1300+$600 = $<<1300+600=1900>>1900 on the cow.
If he sold the cow at $2500, Jett made a profit of $2500-$1900 = $<<2500-1900=600>>600
#### 600","To calculate Jett's profit, we need to find out the total expenses he incurred for the cow and then subtract that from the selling price.

Initial cost: $600 (buying the cow)
Additional expenses:
- Daily food cost: $20 * 40 days = $800
- Vaccination and deworming: $500
Total expenses: $600 + $800 + $500 = $1900

Selling price: $2500
Profit = Selling price - Total expenses
= $2500 - $1900
= $600

Jett made a profit of $600 from selling the cow.",600,600.0,True
"Lawrence worked 8 hours each day on Monday, Tuesday and Friday. He worked 5.5 hours on both Wednesday and Thursday. How many hours would Lawrence work each day if he worked the same number of hours each day?","8 hours * 3 = <<8*3=24>>24 hours
5.5 * 2 = <<5.5*2=11>>11 hours
24 + 11 = <<24+11=35>>35 hours
35/7 = <<35/7=5>>5 hours
Lawrence would work 5 hours each of the 7 days in a week.
#### 5","To find out the total hours Lawrence worked, we need to calculate the hours he worked on each day and add them up.

- Monday: 8 hours
- Tuesday: 8 hours
- Wednesday: 5.5 hours
- Thursday: 5.5 hours
- Friday: 8 hours

Total hours = 8 + 8 + 5.5 + 5.5 + 8 = 35.5 hours

Since Lawrence wants to work the same number of hours each day, we can divide the total hours by the number of days (5) to find the daily hours.

Daily hours = 35.5 hours / 5 days = 7.1 hours

The answer is 7.1 hours per day.",5,7.1,False
Carrie wants to take a trip to New York. She can get a 20% discount on an $850 flight with Delta Airlines. She can also save 30% off an $1100 flight with United Airlines. How much money would she save by choosing the cheapest flight?,"The discount for the Delta flight would come to $850 * 0.20 = $<<850*0.20=170>>170.
The final price of the Delta flight would come to $850 - $170 = $<<850-170=680>>680.
The discount of the United flight would come to $1100 * 0.30 = $<<1100*0.30=330>>330.
The final price of the United flight would come to $1100 - $330 = $<<1100-330=770>>770.
The Delta flight would be cheaper than the United flight by $770 - $680 = $<<770-680=90>>90.
#### 90","To find the cheapest flight, we need to calculate the cost of each flight with the discount.

For Delta Airlines:
- Original price: $850
- Discount: 20%
- Discount amount: 20% of $850 = 0.20 * $850 = $170
- Discounted price: $850 - $170 = $680

For United Airlines:
- Original price: $1100
- Discount: 30%
- Discount amount: 30% of $1100 = 0.30 * $1100 = $330
- Discounted price: $1100 - $330 = $770

The cheapest flight is the one with Delta Airlines at $680. 

To find the savings, we subtract the cheaper price from the more expensive price:
$1100 - $680 = $420

So Carrie would save $420 by choosing the cheapest flight.",90,420.0,False
Johnny has been playing guitar for a while now.  He practices the same amount each day. As of 20 days ago he had half as much practice as he has currently.  How many days will pass before Johnny has 3 times as much practice as he does currently?,"If Johnny had half as much practice as he currently has as of 20 days ago, this means he has 20*2=<<20*2=40>>40 days worth of practice currently.
Therefore, to have three times as much practice as he currently has, he'd need to practice for 40*3=<<40*3=120>>120 days.
Since he's already practiced for 40 days, this means he needs to practice or 120-40= <<120-40=80>>80 more days
#### 80","Let's break it down step by step:

1. 20 days ago, Johnny had half as much practice as he has currently. This means that he currently has 2 times the practice he had 20 days ago.

2. Since Johnny practices the same amount each day, we can represent the daily practice as 'x'. 

3. The total practice he has now is the sum of his daily practice over 20 days (20x) plus the practice he had 20 days ago (which is half of his current practice, 20x). 

   So, his current practice is 20x + 20x = 40x.

4. Johnny wants to have 3 times as much practice as he does currently. So, his desired practice is 3 * 40x = 120x.

5. The difference between his desired practice and his current practice is 120x - 40x = 80x.

6. Since Johnny practices the same amount each day, the time it takes for him to gain 80x more practice is 80x / x = 80 days.

So, 80 days will pass before Johnny has 3 times as much practice as he does currently.",80,3.0,False
"Shelly makes braided keychains for her friends at school. Each keychain takes 12 inches of thread to braid. This year, she made six friends in classes and half that number from after-school clubs. She wants to make each of them a keychain. How many inches of thread does Shelly need?","Shelly made 6 /2 = <<6/2=3>>3 friends from after-school clubs.
She made 6 + 3 = <<6+3=9>>9 new friends at school this year.
Shelly will need 9 * 12 = <<9*12=108>>108 inches of thread to make each friend a keychain.
#### 108","Shelly made 6 friends in classes. She made half that number (6 / 2 = 3) from after-school clubs. So, in total, she has 6 + 3 = 9 friends.

Since each keychain takes 12 inches of thread, Shelly needs 9 * 12 = 108 inches of thread to make keychains for all her friends.",108,108.0,True
"Jaymee is 2 years older than twice the age of Shara. If Shara is 10 years old, how old is Jaymee?","Twice the age of Shara is 10 x 2 = <<10*2=20>>20.
So, Jaymee is 20 + 2 = <<20+2=22>>22 years old.
#### 22","To find Jaymee's age, we first need to find twice Shara's age. Shara is 10 years old, so twice her age is 2 * 10 = 20 years.

Jaymee is 2 years older than twice Shara's age, so Jaymee is 20 + 2 = 22 years old.

The answer is 22.",22,22.0,True
"A notebook costs three times as much as a pen. If a pen costs $1.50, how much will Lyle pay for 4 notebooks?","A notebook costs $1.50 x 3 = $<<1.5*3=4.50>>4.50.
So Lyle will pay $4.50 x 4 = $<<4*4.5=18>>18 for the 4 notebooks.
#### 18","Since a notebook costs three times as much as a pen, and a pen costs $1.50, a notebook costs 3 * $1.50 = $4.50. 

Lyle wants to buy 4 notebooks, so the total cost will be 4 * $4.50 = $18. 

The answer is $18.",18,18.0,True
"For this month, Lily wants to finish reading twice as many books as she finished last month. If she finished reading 4 books last month, what will be the total number of books that she will finish for two months?","This month, Lily wants to finish reading 4 x 2 = <<4*2=8>>8 books.
So, for two months, she will finish reading 4 + 8 = <<4+8=12>>12 books.
#### 12","Last month, Lily finished reading 4 books. For this month, she wants to finish twice as many books, so she will finish 4 * 2 = 8 books.

To find the total number of books she will finish for two months, add the books she finished last month to the books she will finish this month: 4 + 8 = 12.

The answer is 12.",12,12.0,True
Sandra's dog gave birth to 7 puppies. Her vet gave her 105 portions of formula to give to the puppies for 5 days. How many times a day should Sandra feed the puppies?,"Each day, Sandra will have 105/5 = <<105/5=21>>21 portions of formula.
Each puppy needs to be fed 21/7 = <<21/7=3>>3 times a day.
#### 3","To find out how many times Sandra should feed the puppies per day, we need to divide the total portions of formula by the number of puppies and the number of days.

Total portions of formula = 105
Number of puppies = 7
Number of days = 5

Total portions per puppy per day = 105 / (7 * 5) = 105 / 35 = 3

So, Sandra should feed the puppies 3 times a day.",3,3.0,True
"Mark went to a store where he spent one-half of his money, and then spent $14 more. He then went to another store where he spent one-third of his starting money, and then spent $16 more. If he then had no money left, how much did he have when he entered the first store?","Let X be the money Mark had. Mark spent 1/2*X + 14 in the first store and 1/3*X + 16 in the second store.
Mark has X - 1/2*X - 14 - 1/3*X - 16 = $0 left.
Combining like terms, we get 1/6*X - 30 = $0.
Adding 30 to both sides and multiplying both sides by 6, we find that Mark had X = $180 when he entered the first store.
#### 180","Let's break down Mark's spending into two parts: 

1. Mark spent one-half of his money at the first store and then $14 more. Let's say Mark had x dollars initially. 
   - He spent one-half of his money, so he spent x/2 dollars.
   - Then he spent $14 more, so he spent (x/2) + 14 dollars in total at the first store.
   Since he spent all his money, (x/2) + 14 = x

2. Mark spent one-third of his starting money at the second store and then $16 more. 
   - He spent one-third of his money, so he spent x/3 dollars.
   - Then he spent $16 more, so he spent (x/3) + 16 dollars in total at the second store.
   Since he spent all his money, (x/3) + 16 = x

Now, let's solve the equations. We have two equations:
   x/2 + 14 = x
   x/3 + 16 = x

First, let's solve x/2 + 14 = x for x:
   x - x/2 = 14
   (2x - x)/2 = 14
   x/2 = 14
   x = 14 * 2
   x = 28

Now, let's solve x/3 + 16 = x for x:
   x - x/3 = 16
   (3x - x)/3 = 16
   2x/3 = 16
   2x = 16 * 3
   2x = 48
   x = 48/2
   x = 24

However, we have two different values for x. This is because we initially assumed that Mark had the same amount of money at the start. We need to find the common solution. We can set the two equations equal to each other:
   28 = 24
   This is not possible, so we need to go back to the equations.

We can solve the first equation for x/2:
   x - x/2 = 14
   x/2 = 14
   x = 28

We can solve the second equation for x/3:
   x - x/3 = 16
   x/3 = 16
   x = 48

However, we can also",180,48.0,False
"Holden's current master bedroom is 309 sq ft and his master bath is 150 sq ft.  If he wants to add a home office/personal gym divided space that is twice as large as his bedroom and bathroom, how much sq ft will this new room have?","His bedroom is 309 sq ft and his bathroom is 150 sq ft so these two rooms are 309+150 = <<309+150=459>>459 sq ft
He wants the new room to be twice as large as his bedroom/bathroom that is 459 sq so the new room is 2*459 = <<2*459=918>>918 sq ft
#### 918","To find the size of the new room, we need to find the total square footage of the master bedroom and master bath. 

Master bedroom: 309 sq ft
Master bath: 150 sq ft
Total square footage: 309 + 150 = 459 sq ft

Since the new room is twice as large as the combined space of the bedroom and bath, we multiply the total square footage by 2.

New room size: 2 * 459 = 918 sq ft

The answer is 918 sq ft.",918,918.0,True
"A TV show has been going on for 14 years. Out of those 14 years, 8 seasons had 15 episodes, 4 seasons had 20 episodes, and 2 seasons had 12 episodes. What is the average number of episodes per year?","8 seasons with 15 episodes had 8 x 15 = <<8*15=120>>120 episodes
4 seasons with 20 episodes had 4 x 20 = <<4*20=80>>80 episodes
2 seasons with 12 episodes had 2 x 12 = <<2*12=24>>24 episodes
All together, there have been 120 + 80 + 24 = <<120+80+24=224>>224 episodes.
The average number of episodes a year is 224/14 = <<224/14=16>>16 episodes
#### 16","To find the total number of episodes, we need to multiply the number of episodes per season by the number of seasons for each type, then add them together.

For the 8 seasons with 15 episodes: 8 * 15 = 120 episodes
For the 4 seasons with 20 episodes: 4 * 20 = 80 episodes
For the 2 seasons with 12 episodes: 2 * 12 = 24 episodes

Total episodes: 120 + 80 + 24 = 224 episodes

Now, we need to find the average number of episodes per year. Since there are 14 years, we'll divide the total episodes by 14.

Average episodes per year: 224 / 14 = 16 episodes per year

The answer is 16 episodes per year.",16,16.0,True
